시군명,시설구분명,시장명,전화번호,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
안양시,대규모점포,뉴코아백화점 평촌점,,14072,경기도 안양시 동안구 시민대로 182 (호계동),경기도 안양시동안구 호계동 1040호   ,37.3907530,126.9515355
성남시,대규모점포,금산시장,,13599,경기도 성남시 분당구 내정로166번길 43 (수내동),경기도 성남시분당구 수내동 63-1호   ,37.3702867,127.1225485
구리시,대규모점포,롯데쇼핑(주) 롯데마트 구리점,,11915,경기도 구리시 동구릉로136번길 57 (인창동),경기도 구리시 인창동 430호,37.6131390076,127.1409110928
성남시,대규모점포,홈플러스(주) 익스프레스 수내점,,463021,"경기도 성남시 분당구 내정로173번길 11 (수내동,양지마을상가 B01호)",경기도 성남시 분당구 수내1동 29번지 양지마을상가 B01호,37.3746967778,127.1184121328
평택시,대규모점포,(주)지에스리테일 평택이충점,,459030,경기도 평택시 이충로35번길 28-22 (이충동),경기도 평택시 이충동 667번지,37.0597881,127.0659222
성남시,대규모점포,홈플러스(주) 익스프레스 분당동판교점,,463-420,"경기도 성남시 분당구 동판교로 59, B101호 (백현동)",경기도 성남시 분당구 백현동 551번지   B101호,37.3883301118,127.1150549280
남양주시,대규모점포,주식회사 이마트 진접점,,12073,"경기도 남양주시 진접읍 금강로유연들1길 154, 진접이마트",경기도 남양주시 진접읍 연평리 101번지 14호 진접이마트,37.7087987497,127.1819957899
수원시,대규모점포,(주)지에스리테일 GS수퍼 권선아이파크점,,16663,"경기도 수원시 권선구 동수원로177번길 40 (권선동, 권선아이파크5차 단지상가 109호~111호)",경기도 수원시 권선구 권선동 1364번지 권선아이파크5차 단지상가 109호~111호,37.2468993590,127.0294393616
부천시,대규모점포,(주)GS리테일GS스퀘어부천점,,14548,경기도 부천시 원미구 길주로 300 (중동),경기도 부천시 원미구중동 1140호   ,37.5025517408,126.7753741701
양주시,대규모점포,골드마트,,11439,경기도 양주시 평화로 1547 (회정동),경기도 양주시 회정동 351번지 2호 외 2필지,37.8275510901,127.0525935524
수원시,대규모점포,권선종합프라자,,,,경기도 수원시권선구 곡반정동 485번지 8호,,
안산시,대규모점포,케이플러스,,15464,경기도 안산시 단원구 광덕4로 256 (고잔동),경기도 안산시 단원구 고잔동 729번지 8호,37.3142290,126.8408542
부천시,대규모점포,홈플러스(주)익스프레스 부천역곡점,,420-101,경기도 부천시 원미구 지봉로 53 (역곡동),경기도 부천시 원미구 역곡동 33번지 5호,37.4866064377,126.8053107143
시흥시,대규모점포,스틸랜드 관리단,,429450,경기도 시흥시 오이도로 21 (정왕동),"경기도 시흥시 정왕동 2210,2212,2213번지",37.3462087460,126.6981873285
의정부시,대규모점포,롯데마트장암점,,11722,경기도 의정부시 장곡로 224 (장암동),경기도 의정부시 장암동 38번지 10  호,37.7236759721,127.0530489069
군포시,대규모점포,(주)이마트에브리데이 당동점,,435-815,경기도 군포시 군포로 502 (당동),경기도 군포시 군포1동 784번지 5호,37.3509871087,126.9451695615
고양시,대규모점포,한양2차상가,,10366,경기도 고양시 일산서구 중앙로 1376 (주엽동),경기도 고양시일산서구 주엽동 75호   ,37.6673210,126.7670186
하남시,대규모점포,백송한신종합상가,,12953,,경기도 하남시 신장동 528-5호   ,37.5394317,127.2177037
군포시,대규모점포,롯데쇼핑(주)롯데슈퍼 산본2동점,,435-849,경기도 군포시 고산로677번길 40 (산본동),경기도 군포시 산본동 1066번지 2호,37.3728394887,126.9306311131
용인시,대규모점포,코스트코홀세일 공세점,,17084,경기도 용인시 기흥구  탑실로  38 (공세동),경기도 용인시 기흥구 공세동 734-1번지,37.2381557,127.1088835
안성시,대규모점포,주식회사 락앤락,,17553,경기도 안성시 원곡면 만세로 1260,경기도 안성시 원곡면 지문리 33번지 1호,37.0430164,127.1429743
부천시,대규모점포,롯데쇼핑(주)  중동점,,14548,경기도 부천시 원미구 길주로 300 (중동),경기도 부천시 원미구중동 1140호,37.5025517408,126.7753741701
수원시,대규모점포,(주)이마트에브리데이 인계점,,16484,경기도 수원시 팔달구 장다리로 306-29 (인계동),경기도 수원시 팔달구 인계동 319-6번지,37.2739915220,127.0307596785
김포시,대규모점포,(주)이마트에브리데이 걸포동점,,415020,경기도 김포시 걸포2로 9 (걸포동),경기도 김포시 걸포동 1563번지 2호,37.6321402110,126.7058462819
고양시,대규모점포,롯데아울렛 고양점,,10551,경기도 고양시 덕양구 권율대로 420(도내동),경기도 고양시 덕양구 도내동 1003 이케아 고양점,37.6295877482,126.8631057368
수원시,대규모점포,뉴코아 한신상가,,16484,,경기도 수원시팔달구 인계동 319번지 7호   ,,
부천시,대규모점포,(주)신세계 이마트 중동점,,420-020,"경기도 부천시 원미구 석천로 188 (중동,(주)신세계 이마트 중동점)",경기도 부천시 원미구중동 1157번지 (주)신세계 이마트 중동점,37.5040675095,126.7639551478
용인시,대규모점포,(주)이마트 용인점,,17057,경기도 용인시 처인구 명지로 53 (역북동),경기도 용인시처인구 역북동 586-6 외 1필지호,37.2314895326,127.1891519966
안양시,대규모점포,비산시장,,,경기도 안양시 동안구 경수대로898번길 59 (비산동),경기도 안양시동안구 비산동 419번지 30호,37.3969191,126.9396508
수원시,대규모점포,삼풍프라자,,16304,경기도 수원시 장안구 만석로210번길 77 (송죽동),경기도 수원시장안구 송죽동 496번지 24호   ,37.3028492640,127.0052370678
성남시,대규모점포,니즈,,13365,경기도 성남시 중원구 성남대로 1136 (성남동),경기도 성남시중원구 성남동 3499호,37.4313045,127.1297071
수원시,대규모점포,(주)이마트수원점,,441390,경기도 수원시 권선구 경수대로 270 (권선동),경기도 수원시 권선구 권선동 1189번지,37.2504974396,127.0208246964
시흥시,대규모점포,삼성테스코(주)홈플러스시화점,,15081,경기도 시흥시 희망공원로 269 (정왕동),경기도 시흥시 정왕동 2166-4호   ,37.3451980,126.7250547
부천시,대규모점포,롯데쇼핑(주)롯데슈퍼삼정점,,421-810,경기도 부천시 오정구 중동로 403 (삼정동),경기도 부천시 오정구 삼정동 293번지 14호,37.5158487613,126.7698706837
안양시,대규모점포,석수시장,,,,경기도 안양시만안구 석수동 387번지 288호   ,,
구리시,대규모점포,롯데 아울렛 구리점,,11915,"경기도 구리시 동구릉로136번길 47, 구리 복합몰(롯데아울렛 구리점) (인창동)",경기도 구리시 인창동 419번지 7호 구리 복합몰(롯데아울렛 구리점),37.6118669916,127.1405433074
성남시,대규모점포,롯데마트 서현점,,13590,경기도 성남시 분당구 황새울로311번길 28 (서현동),경기도 성남시분당구 서현동 275호,37.3860224815,127.1206018998
광주시,대규모점포,(주)모다이노칩 곤지암점,,464-861,경기도 광주시 초월읍 경충대로 907,경기도 광주시 초월읍 산이리 77번지 6호,37.3632989618,127.3125826104
부천시,대규모점포,광성상가,,14527,경기도 부천시 원미구 옥산로138번길 30 (춘의동),경기도 부천시 원미구춘의동 127호   ,37.5055031307,126.7819304398
안산시,대규모점포,월드코아,,15361,경기도 안산시 단원구 중앙대로 915 (고잔동),경기도 안산시단원구 고잔동 541번지 4   호,37.3171177,126.8382420
고양시,대규모점포,이마트 풍산점,,10311,경기도 고양시 일산동구 무궁화로 237 (중산동),경기도 고양시 일산동구 중산동 1809번지,37.6738948112,126.7871031801
수원시,대규모점포,홈플러스(주) 동수원점,,16490,경기도 수원시 팔달구 효원로 257 (인계동),경기도 수원시팔달구 인계동 1045호,37.2627666707,127.0301301050
부천시,대규모점포,씨마1020패션쇼핑몰,,14623,경기도 부천시 원미구 부일로 223 (상동),경기도 부천시 원미구상동 461호,37.4888795916,126.7552924952
김포시,대규모점포,롯데쇼핑(주) 롯데마트 김포한강점,,10090,경기도 김포시 김포한강2로 41-0 (장기동),경기도 김포시 장기동 2031번지 e편한세상캐널시티,37.6405530739,126.6774205372
부천시,대규모점포,부천지하상가,,14709,경기도 부천시 소사구 자유로 43-8 (심곡본동),경기도 부천시 소사구심곡본동 544호   ,37.4838455959,126.7807578544
고양시,대규모점포,롯데쇼핑(주) 롯데백화점 일산점,,10401,"경기도 고양시 일산동구 중앙로 1283 (장항동, 롯데백화점일산점)",경기도 고양시일산동구 장항동 784호,37.6604725838,126.7720959057
고양시,대규모점포,홈플러스(주)익스프레스 탄현점,,411320,경기도 고양시 일산서구 일현로 123 (탄현동),경기도 고양시 일산서구 탄현동 139번지 32호,37.6978513,126.7653459
용인시,대규모점포,트레이더스 홀세일 클럽 구성점,,16907,경기도 용인시 기흥구 용구대로 2457 (보정동),경기도 용인시기흥구 보정동 1019번지 237호,37.3039712756,127.1046527186
고양시,대규모점포,홈플러스(주) 킨텍스점,,411-410,경기도 고양시 일산서구 호수로 817 (대화동),경기도 고양시 일산서구 대화동 2602번지,37.6679786706,126.7516242854
성남시,대규모점포,씨마1020 분당점,,,,경기도 성남시분당구 서현동 호   ,,
수원시,대규모점포,The SAY,,16263,경기도 수원시 팔달구 수원천로231번길 3 (구천동),경기도 수원시팔달구 구천동 10번지 24호,37.2743215061,127.0186547015
부천시,대규모점포,홈플러스(주) 부천소사점,,14676,"경기도 부천시 소사구 경인로 532, HOME PLUS 소사점 (괴안동)",경기도 부천시 소사구 괴안동 129-1 HOME PLUS 소사점,37.4848653743,126.8143190732
고양시,대규모점포,월마트슈퍼센터,,10500,경기도 고양시 덕양구 백양로 79 (화정동),경기도 고양시덕양구 화정동 976호   ,37.6325765,126.8333682
평택시,대규모점포,엠프라자,,450010,경기도 평택시 중앙로 46 (평택동),경기도 평택시 평택동 35번지 3호,36.9942489,127.0878969
성남시,대규모점포,롯데쇼핑(주)롯데슈퍼분당서현점,,463050,"경기도 성남시 분당구 중앙공원로40번길 42, 49동 지층2호호 (서현동,우성종합상가)",경기도 성남시 분당구 서현동 94번지 3호 우성종합상가  49동 지층2호호,37.3781816137,127.1323770093
성남시,대규모점포,성남중앙지하시장,,,,경기도 성남시수정구 신흥동 2467호 외 10필지  ,,
구리시,대규모점포,롯데슈퍼 인창점,,471834,경기도 구리시 동구릉로 55 (인창동),경기도 구리시 인창동 543번지 1호,37.6053624,127.1335919
광명시,대규모점포,파보레쇼핑몰,,14237,경기도 광명시 철산로 4 (철산동),경기도 광명시 철산동 261호   ,37.4751822,126.8670629
수원시,대규모점포,벽산그랜드코아,,16311,경기도 수원시 장안구 송정로 96 (정자동),경기도 수원시장안구 정자동 9번지 2호,37.2952613046,127.0078140804
광명시,대규모점포,광명한진타운시장,,,,경기도 광명시 광명동 200번지 4   호   ,,
부천시,대규모점포,(주)지에스리테일부천범박점,,422-804,"경기도 부천시 소사구 범안로 103 (범박동,(16-21))",경기도 부천시 소사구 범박동 16번지 12호 (16-21),37.4727687154,126.8095892740
부천시,대규모점포,광성상가,,14527,경기도 부천시 원미구 옥산로138번길 30 (춘의동),경기도 부천시 원미구춘의동 127번지 5   호,37.5055031307,126.7819304398
고양시,대규모점포,원당종합시장,,10464,경기도 고양시 덕양구 호국로790번길 10 (성사동),경기도 고양시덕양구 성사동 698-2호,37.6559885,126.8366807
시흥시,대규모점포,시화유통상가사업협동조합,,,,경기도 시흥시 정왕동 호 시화공단 3다 3다,,
화성시,대규모점포,롯데쇼핑(주)VIC마켓 신영통점,,18382,경기도 화성시 삼성1로 333 (반월동),경기도 화성시 반월동 123-5호,37.2304369526,127.0664720090
안양시,대규모점포,홈플러스(주)익스프레스 안양점,,430-827,경기도 안양시 만안구 냉천로 7 (안양동),경기도 안양시 만안구 안양8동 559번지 2호,37.3824950544,126.9291461582
부천시,대규모점포,로얄(ROYAL),,14637,경기도 부천시 원미구 부천로 3-1 (심곡동),경기도 부천시 원미구심곡동 173번지 1호,37.4846816014,126.7818696233
용인시,대규모점포,(주)지에스리테일 용인점,,449925,경기도 용인시 처인구 금령로55번길 12 (김량장동),경기도 용인시 처인구 김량장동 254번지 1호,37.2360136672,127.2028424542
수원시,대규모점포,조원시장,,16308,,경기도 수원시장안구 조원동 814호   ,,
용인시,대규모점포,쥬네브쇼핑몰,,446765,경기도 용인시 기흥구 동백죽전대로 444 (중동),경기도 용인시 기흥구 중동 쥬네브썬월드빌딩,37.2779622,127.1516621
동두천시,대규모점포,홈플러스(주)익스프레스동두천지행점,,483-020,경기도 동두천시 지행로 50 (지행동),"경기도 동두천시 지행동 718번지 2호 성지에스엔비타워 103,104호",37.8920935484,127.0526012919
안양시,대규모점포,롯데쇼핑(주)롯데백화점 평촌점,,14073,"경기도 안양시 동안구 시민대로 180 (호계동, G.SQURE)","경기도 안양시 동안구 호계동 1039번지 1039, 1039-1, 1053-1",37.3899508706,126.9503840690
용인시,대규모점포,(주)농협유통하나로클럽 용인점,,446-516,경기도 용인시 기흥구 중부대로 682 (상하동),경기도 용인시기흥구 상하동 351번지,37.2660505356,127.1358438915
수원시,대규모점포,롯데쇼핑(주) 롯데슈퍼 화서2동점,,16436,경기도 수원시 팔달구 화양로 53 (화서동),경기도 수원시 팔달구 화서동 273-6번지,37.2827271734,126.9959606659
평택시,대규모점포,킴스클럽평택점,,17885,경기도 평택시 경기대로 271 (비전동),경기도 평택시 비전동 830-2호   ,36.9949133,127.1127014
안산시,대규모점포,슈마프라자,,425802,경기도 안산시 단원구 광덕4로 112 (고잔동),경기도 안산시 단원구 고잔동 681번지 6호,37.3150618,126.8247206
성남시,대규모점포,AK PLAZA 분당점,,13591,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AK플라자)",경기도 성남시 분당구 서현동 263번지,37.3851007981,127.1227076252
수원시,대규모점포,팅스(tings),,442081,경기도 수원시 팔달구 갓매산로 85 (매산로1가),경기도 수원시 팔달구 매산로1가 23번지,37.2701121382,127.0012668946
파주시,대규모점포,신세계 이마트 파주점,,10866,경기도 파주시 당하길 10,경기도 파주시 교하읍 당하리 195번지 5호,37.7469662690,126.7510452244
여주시,대규모점포,노브랜드 여주한글시장점,,12622,"경기도 여주시 세종로14번길 18 (창동, 여주중앙프라자)",경기도 여주시 창동 68번지 여주중앙프라자,37.2973974345,127.6350809464
광명시,대규모점포,한신코아백화점광명점,,14243,,경기도 광명시 철산동 367호,37.4721292,126.8764513
수원시,대규모점포,인계종합상가,,16479,경기도 수원시 팔달구 장다리로 179 (인계동),경기도 수원시팔달구 인계동 997호   ,37.2660060807,127.0242114358
시흥시,대규모점포,신세계프리미엄아울렛 시흥점,,15010,경기도 시흥시 서해안로 699 (정왕동),경기도 시흥시 배곧동 36번지,37.3796992102,126.7370588161
고양시,대규모점포,롯데쇼핑(주) VIC마켓 킨텍스점,,10391,"경기도 고양시 일산서구 주엽로 79 (대화동, 롯데마트빅마켓일산킨텍스점)",경기도 고양시 일산서구 대화동 1050번지 171호,37.6672704473,126.7536496647
화성시,대규모점포,타임테라스(TIMES TERRACE),,445-160,경기도 화성시 동탄중앙로 220 (반송동),"경기도 화성시 반송동 96, 98번지",,
평택시,대규모점포,롯데슈퍼 지산점,,459110,경기도 평택시 지산로 114 (지산동),경기도 평택시 지산동 631번지 3호,37.0807639272,127.0675028339
고양시,대규모점포,(주)지에스리테일지에스마트고양점,,10495,경기도 고양시 덕양구 충장로 150 (행신동),경기도 고양시덕양구 행신동 941호   ,37.6251114,126.8361265
안산시,대규모점포,롯데쇼핑(주)롯데마트안산점,,15299,경기도 안산시 상록구 항가울로 422 (성포동),경기도 안산시상록구 성포동 590호,37.3181068562,126.8467039918
성남시,대규모점포,일렉트로마트 판교점,,13530,"경기도 성남시 분당구 대왕판교로606번길 10 (백현동, 알파리움1단지)",경기도 성남시 분당구 백현동 531번지 알파리움1단지,37.3958413304,127.1076616854
안산시,대규모점포,한양프라자 안산점,,15235,"경기도 안산시 단원구 달미로 64, 롯데마트 (선부동)",경기도 안산시 단원구 선부동 1086번지 롯데마트,37.3392854,126.8157710
광주시,대규모점포,TOP PRICE WHOLESALE,,464-040,경기도 광주시 순암로 535 (삼동),"경기도 광주시 삼동 443번지 외 3필지(440,441,442-1)",37.4109995739,127.1953613046
하남시,대규모점포,(주)지에스리테일 하남점,,465030,경기도 하남시 신장1로9번길 74 (신장동),경기도 하남시 신장동 427번지 53호,37.5389840,127.2059804
성남시,대규모점포,롯데쇼핑(주)롯데슈퍼모란점,,462130,경기도 성남시 중원구 성남대로 1129 (성남동),경기도 성남시 중원구 성남동 4180번지,37.4304404989,127.1288244003
군포시,대규모점포,홈플러스(주)익스프레스 군포수리산역점,,15870,"경기도 군포시 번영로 380-1, 한라1차아파트 상가 상가동 110호 (산본동)",경기도 군포시 산본동 1156번지 8호 한라1차아파트 상가,37.3494827709,126.9264719143
수원시,대규모점포,롯데쇼핑(주) 롯데슈퍼 화서3점,,16436,경기도 수원시 팔달구 동말로25번길 100 (화서동),경기도 수원시 팔달구 화서동 244-21번지,37.2819382735,126.9948604237
고양시,대규모점포,더 타운몰 킨텍스점,,10390,"경기도 고양시 일산서구 킨텍스로 171 (대화동, 이마트타운)",경기도 고양시 일산서구 대화동 2703번지,37.6615673830,126.7441037261
성남시,대규모점포,CGV Square,,463500,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시 분당구 구미동 159번지,37.3403224727,127.1068217377
수원시,대규모점포,수원새로나,,16245,경기도 수원시 팔달구 중부대로 47,경기도 수원시팔달구 지동 371.호   ,37.2756965123,127.0220862633
성남시,대규모점포,세이브존 성남점,,13272,경기도 성남시 수정구 산성대로 337 (신흥동),경기도 성남시수정구 신흥동 2463번지 5호,37.4439105927,127.1534899028
성남시,대규모점포,현대시장,,13305,경기도 성남시 수정구 수정북로 18 (태평동),경기도 성남시수정구 태평동 3683호   ,37.4416366,127.1319054
고양시,대규모점포,해태쇼핑타운,,,,경기도 고양시일산서구 일산동 1561-1호,,
고양시,대규모점포,올리브상가,,410350,경기도 고양시 일산동구 중앙로 1130 (마두동),경기도 고양시일산동구 마두동 806번지,37.6496066,126.7802078
수원시,대규모점포,한국주택종합상가,,,,경기도 수원시  호   ,,
성남시,대규모점포,금호종합시장,,13597,경기도 성남시 분당구 내정로165번길 38 (수내동),경기도 성남시분당구 수내동 32호,37.3762572,127.1166532
수원시,대규모점포,동성탑스아울렛,,16271,경기도 수원시 장안구 정조로 941 (영화동),경기도 수원시장안구 영화동 308번지 1호   ,37.2912941364,127.0119127454
고양시,대규모점포,뉴코아 아울렛 일산점,,10414,"경기도 고양시 일산동구 중앙로 1206 (마두동, 뉴코아백화점일산점)",경기도 고양시일산동구 마두동 797호,37.6545799678,126.7768241412
부천시,대규모점포,오정종합시장,,14437,경기도 부천시 오정구 오정로232번길 50 (오정동),경기도 부천시 오정구오정동 572호,37.5269548618,126.7863423254
이천시,대규모점포,이천 롯데프리미엄 아울렛,,467821,경기도 이천시 호법면 프리미엄아울렛로 177-74,경기도 이천시 호법면 단천리 산 48번지 1호,37.2423205807,127.3999920575
이천시,대규모점포,(주)프라자2000,,17373,경기도 이천시 중리천로 98 (중리동),경기도 이천시 중리동 220호   ,37.2775531,127.4477983
포천시,대규모점포,홈플러스(주),,11180,경기도 포천시 소흘읍 솔모루로 9,경기도 포천시 소흘읍 송우리 730번지 60호,37.8241968,127.1412233
성남시,대규모점포,야탑에이스코아시장,,13520,경기도 성남시 분당구 야탑로 64 (야탑동),경기도 성남시분당구 야탑동 502호   ,37.4093872,127.1257394
성남시,대규모점포,세신옴니코아시장,,13506,경기도 성남시 분당구 야탑로 95 (야탑동),경기도 성남시분당구 야탑동 367-4호,37.4100863,127.1292421
구리시,대규모점포,익스프레스 구리토평점,,11946,경기도 구리시 이문안로 126-2 (토평동),경기도 구리시 토평동 964-1번지,37.5907265,127.1449567
고양시,대규모점포,요진타워,,10500,경기도 고양시 덕양구 화신로260번길 57 (화정동),경기도 고양시덕양구 화정동 973호,37.6334945,126.8326751
김포시,대규모점포,롯데쇼핑(주) 롯데마트 김포한강점,,415060,경기도 김포시 김포한강2로 41 (장기동),경기도 김포시 장기동 2031번지,37.6404124,126.6774947
시흥시,대규모점포,롯데쇼핑(주) 롯데마트 시화점,,15079,경기도 시흥시 마유로238번길 26 (정왕동),경기도 시흥시 정왕동 1366번지 4호,37.3376271419,126.7306774357
수원시,대규모점포,유천종합시장,,16214,경기도 수원시 장안구 창훈로66번길 11-3 (연무동),경기도 수원시장안구 연무동 21호   ,37.2979323316,127.0284559336
성남시,대규모점포,분당종합시장,,463020,,경기도 성남시 분당구 수내동,,
성남시,대규모점포,홈플러스(주) 익스프레스 서현점,,463-050,경기도 성남시 분당구 불정로 382 (서현동),경기도 성남시 분당구 서현동 306번지 1호,37.3741672907,127.1371854696
고양시,대규모점포,롯데백화점 일산점,,,,경기도 고양시일산동구 장항동 784-2호   ,,
용인시,대규모점포,수원프리미엄아울렛,,16956,"경기도 용인시 기흥구 중부대로 64, 영통프리미엄아울렛 (영덕동)",경기도 용인시 기흥구 영덕동 517번지 1호 영통프리미엄아울렛,37.2665719,127.0762744
성남시,대규모점포,한국까르푸분당점,,13636,경기도 성남시 분당구 탄천상로151번길 20 (구미동),경기도 성남시분당구 구미동 159호,37.3399823,127.1069049
의정부시,대규모점포,롯데아울렛 의정부점,,11813,경기도 의정부시 천보로 44 (민락동),경기도 의정부시 민락동 804번지 6호 외 1필지,37.7442096,127.0964284
수원시,대규모점포,역전시장,,442081,경기도 수원시 팔달구 매산로 2-10 (매산로1가),경기도 수원시 팔달구 매산로1가 57번지 3호,37.2662767721,127.0023523514
김포시,대규모점포,월드아파트 상가,,,,경기도 김포시 장기동 556호,,
수원시,대규모점포,센터블SPA,,16553,경기도 수원시 권선구 동수원로 232 (권선동),경기도 수원시권선구 권선동 1296번지 5호,37.2502552995,127.0346956315
성남시,대규모점포,현대시장,,13589,경기도 성남시 분당구 중앙공원로40번길 8 (서현동),경기도 성남시분당구 서현동 94호   ,37.3796402,127.1301507
성남시,대규모점포,씨마1020분당점,,,,경기도 성남시분당구 서현동 호   ,,
광명시,대규모점포,이천일아울렛 광명점,,14305,경기도 광명시 하안로287번길 8 (하안동),경기도 광명시 하안동 38호   ,37.4611311,126.8793747
안산시,대규모점포,안산의류상설할인매장 A동,,15499,경기도 안산시 상록구 삼리로 45 (사동),경기도 안산시상록구 사동 1530호,37.3048988,126.8440776
안양시,대규모점포,한양프라자 평촌점,,431050,,경기도 안양시동안구 비산동 1109번지 3호,37.3934467,126.9508674
수원시,대규모점포,뉴코아 동수원아울렛,,16488,경기도 수원시 팔달구 인계로 154 (인계동),경기도 수원시팔달구 인계동 1114번지 1   호,37.2662986444,127.0343149778
과천시,대규모점포,롯데쇼핑(주)롯데슈퍼 새서울점,,427040,"경기도 과천시 별양상가2로 20 (별양동, 새서울프라자 지하)",경기도 과천시 별양동 1번지 18호,37.4268251693,126.9925549060
용인시,대규모점포,(주)쥬네브문월드,,446528,경기도 용인시 기흥구 동백5로 22 (중동),경기도 용인시 기흥구 중동 838번지,37.2759041874,127.1512723246
안양시,대규모점포,롯데쇼핑(주)롯데슈퍼 안양비산점,,431823,"경기도 안양시 동안구 동안로 271 (비산동, 뉴타운아파트상가동)",경기도 안양시 동안구 비산3동 354번지 10호 뉴타운아파트 상가동,37.4015380396,126.9455653676
수원시,대규모점포,롯데쇼핑(주) 롯데슈퍼 파장점,,16340,경기도 수원시 장안구 정자로 164 (정자동),경기도 수원시 장안구 정자동 429-43번지,37.3054582052,126.9933828894
안양시,대규모점포,이천일아울렛 안양점,,13997,경기도 안양시 만안구 안양로 275 (안양동),경기도 안양시만안구 안양동 627번지 287호,37.3967322514,126.9226549374
성남시,대규모점포,뉴코아백화점,,13497,경기도 성남시 분당구 야탑로81번길 11 (야탑동),경기도 성남시분당구 야탑동 357-1호,37.4103317,127.1272432
수원시,대규모점포,홈플러스(주) 원천점,,16513,경기도 수원시 영통구 중부대로 437 (원천동),경기도 수원시 영통구 원천동 177번지 1호,37.2700608855,127.0636056648
김포시,대규모점포,홈플러스(주)익스프레스 북변점,,415-030,경기도 김포시 사우중로 77 (북변동),경기도 김포시 북변동 824번지,37.6216283365,126.7203492778
수원시,대규모점포,원천성일상가,,16528,경기도 수원시 영통구 동탄원천로1109번길 42 (매탄동),경기도 수원시영통구 매탄동 1199호   ,37.2713962313,127.0566725889
고양시,대규모점포,한솔코아,,10386,경기도 고양시 일산서구 중앙로 1406 (주엽동),경기도 고양시일산서구 주엽동 72-2호,37.6692697,126.7638275
안산시,대규모점포,롯데쇼핑(주) 안산점,,15360,경기도 안산시 단원구 고잔1길 12 (고잔동),경기도 안산시단원구 고잔동 536번지 2   호,37.3180028201,126.8345047779
안산시,대규모점포,트리플렉스 A단지,,425850,경기도 안산시 단원구 풍전로 37-9 (원곡동),경기도 안산시 단원구 원곡동 994번지 6호,37.3245900,126.7893050
성남시,대규모점포,서현킴스,,13591,경기도 성남시 분당구 분당로 55 (서현동),경기도 성남시분당구 서현동 266번지 1   호,37.3827576,127.1215973
양주시,대규모점포,리치마트 양주점,,11442,경기도 양주시 평화로1413번길 48 (덕계동),경기도 양주시 덕계동 694호,37.8168103077,127.0439326962
시흥시,대규모점포,시흥배곧 아브뉴프랑 센트럴,,15011,"경기도 시흥시 서울대학로264번길 7, 시흥배곧 아브뉴프랑 센트럴 (정왕동)",경기도 시흥시 정왕동 1771번지 31호,37.3691267298,126.7260417622
용인시,대규모점포,이케아 기흥점,,17086,"경기도 용인시 기흥구 신고매로 62, IKEA Korea 기흥점 (고매동)",경기도 용인시 기흥구 고매동 산 41-7 IKEA Korea 기흥점,37.2226672688,127.1162253586
용인시,대규모점포,리빙파워센터,,17086,경기도 용인시 기흥구 신고매로 59 (고매동),경기도 용인시 기흥구 고매동 271번지,37.2234180272,127.1142489591
화성시,대규모점포,롯데백화점 동탄점,,18478,"경기도 화성시 동탄역로 160, 동탄역 롯데캐슬 (오산동)",경기도 화성시 오산동 967-157 동탄역 롯데캐슬,37.2006753770,127.0979238519
시흥시,대규모점포,시흥플랑드르,,15121,"경기도 시흥시 장현능곡로 155, 시흥 플랑드르 (능곡동)",경기도 시흥시 능곡동 235-1 시흥 플랑드르,37.3710186339,126.8072928232
구리시,대규모점포,시민마트,,11915,"경기도 구리시 동구릉로136번길 57, 구리유통종합상가 할인점동 (인창동)",경기도 구리시 인창동 430 구리유통종합상가,37.6131390076,127.1409110928
성남시,대규모점포,파미어스몰,,13449,경기도 성남시 수정구 창업로 17 (시흥동),경기도 성남시 수정구 시흥동 288-2,37.4122218664,127.0976885913
안양시,대규모점포,GS THE FRESH 평촌어바인점,,14115,"경기도 안양시 동안구 경수대로 579, 상가1동 1층 108,109,110,111호 (호계동)",경기도 안양시 동안구 호계동 956,37.3742854204,126.9563263243
이천시,대규모점포,(주)이마트에브리데이(이천점),,17375,경기도 이천시 중리천로 18 (중리동),경기도 이천시 중리동 21-1,37.2799811004,127.4398299920
수원시,대규모점포,GS THE FRESH 수원화서점,,16318,"경기도 수원시 장안구 대평로 27, 107~109호 (정자동, 화서역 파크푸르지오)",경기도 수원시 장안구 정자동 111-20 화서역 파크푸르지오,37.2906102156,126.9949942451
안양시,대규모점포,GS THE FRESH 안양호계점,,14126,"경기도 안양시 동안구 경수대로 428, 덕유파크 1층 101~106, 126호 (호계동)",경기도 안양시 동안구 호계동 873 덕유파크,37.3622442111,126.9624999400
구리시,대규모점포,엘마트 구리점,,11915,"경기도 구리시 동구릉로136번길 57, 구리유통종합상가 (인창동)",경기도 구리시 인창동 430 구리유통종합상가,37.6131390076,127.1409110928
김포시,대규모점포,롯데프레시 김포구래가맹점,,10071,"경기도 김포시 김포한강10로133번길 142, B동 104호 (구래동)",경기도 김포시 구래동 6871-33,37.6445245819,126.6195226475
수원시,대규모점포,화서역파크푸르지오 오피스텔&상가,,16318,"경기도 수원시 장안구 대평로 27 (정자동, 화서역 파크푸르지오)",경기도 수원시 장안구 정자동 950 화서역 파크푸르지오,37.2907471048,126.9932784720
